"icd_code","icd_version","long_title","category","matched_by","review_flag"
"I69039",10,"Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting unspecified side","Traumatic brain injury","title",FALSE
"I6904",10,"Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage","Traumatic brain injury","title",FALSE
"I69041",10,"Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting right dominant side","Traumatic brain injury","title",FALSE
"I69042",10,"Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting left dominant side","Traumatic brain injury","title",FALSE
"I69043",10,"Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting right non-dominant side","Traumatic brain injury","title",FALSE
"I69044",10,"Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting left non-dominant side","Traumatic brain injury","title",FALSE
"I69049",10,"Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting unspecified side","Traumatic brain injury","title",FALSE
"I6905",10,"Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage","Traumatic brain injury","title",FALSE
"I69051",10,"Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right dominant side","Traumatic brain injury","title",FALSE
"I69052",10,"Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left dominant side","Traumatic brain injury","title",FALSE
"I69053",10,"Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right non-dominant side","Traumatic brain injury","title",FALSE
"I69054",10,"Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left non-dominant side","Traumatic brain injury","title",FALSE
"I69059",10,"Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting unspecified side","Traumatic brain injury","title",FALSE
"I6906",10,"Other paralytic syndrome following nontraumatic subarachnoid hemorrhage","Traumatic brain injury","title",FALSE
"I69061",10,"Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting right dominant side","Traumatic brain injury","title",FALSE
"I69062",10,"Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting left dominant side","Traumatic brain injury","title",FALSE
"I69063",10,"Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting right non-dominant side","Traumatic brain injury","title",FALSE
"I69064",10,"Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting left non-dominant side","Traumatic brain injury","title",FALSE
"I69065",10,"Other paralytic syndrome following nontraumatic subarachnoid hemorrhage, bilateral","Traumatic brain injury","title",FALSE
"I69069",10,"Other paralytic syndrome following nontraumatic subarachnoid hemorrhage affecting unspecified side","Traumatic brain injury","title",FALSE
"I6909",10,"Other sequelae of nontraumatic subarachnoid hemorrhage","Traumatic brain injury","title",TRUE
"I69090",10,"Apraxia following nontraumatic subarachnoid hemorrhage","Traumatic brain injury","title",FALSE
"I69091",10,"Dysphagia following nontraumatic subarachnoid hemorrhage","Traumatic brain injury","title",FALSE
"I69092",10,"Facial weakness following nontraumatic subarachnoid hemorrhage","Traumatic brain injury","title",FALSE
"I69093",10,"Ataxia following nontraumatic subarachnoid hemorrhage","Traumatic brain injury","title",FALSE
"I69098",10,"Other sequelae following nontraumatic subarachnoid hemorrhage","Traumatic brain injury","title",TRUE
"S06",10,"Intracranial injury","Traumatic brain injury","title+code",FALSE
"S060",10,"Concussion","Traumatic brain injury","title+code",FALSE
"S060X",10,"Concussion","Traumatic brain injury","title+code",FALSE
"S060X0",10,"Concussion without loss of consciousness","Traumatic brain injury","title+code",FALSE
"S060X0A",10,"Concussion without loss of consciousness, initial encounter","Traumatic brain injury","title+code",FALSE
"S060X0D",10,"Concussion without loss of consciousness, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S060X0S",10,"Concussion without loss of consciousness, sequela","Traumatic brain injury","title+code",TRUE
"S060X1",10,"Concussion with loss of consciousness of 30 minutes or less","Traumatic brain injury","title+code",FALSE
"S060X1A",10,"Concussion with loss of consciousness of 30 minutes or less, initial encounter","Traumatic brain injury","title+code",FALSE
"S060X1D",10,"Concussion with loss of consciousness of 30 minutes or less, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S060X1S",10,"Concussion with loss of consciousness of 30 minutes or less, sequela","Traumatic brain injury","title+code",TRUE
"S060X2",10,"Concussion with loss of consciousness of 31 minutes to 59 minutes","Traumatic brain injury","title+code",FALSE
"S060X2A",10,"Concussion with loss of consciousness of 31 minutes to 59 minutes, initial encounter","Traumatic brain injury","title+code",FALSE
"S060X2D",10,"Concussion with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S060X2S",10,"Concussion with loss of consciousness of 31 minutes to 59 minutes, sequela","Traumatic brain injury","title+code",TRUE
"S060X3",10,"Concussion with loss of consciousness of 1 hour to 5 hours 59 minutes","Traumatic brain injury","title+code",FALSE
"S060X3A",10,"Concussion with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","Traumatic brain injury","title+code",FALSE
"S060X3D",10,"Concussion with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S060X3S",10,"Concussion with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","Traumatic brain injury","title+code",TRUE
"S060X4",10,"Concussion with loss of consciousness of 6 hours to 24 hours","Traumatic brain injury","title+code",FALSE
"S060X4A",10,"Concussion with loss of consciousness of 6 hours to 24 hours, initial encounter","Traumatic brain injury","title+code",FALSE
"S060X4D",10,"Concussion with loss of consciousness of 6 hours to 24 hours, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S060X4S",10,"Concussion with loss of consciousness of 6 hours to 24 hours, sequela","Traumatic brain injury","title+code",TRUE
"S060X5",10,"Concussion with loss of consciousness greater than 24 hours with return to pre-existing conscious level","Traumatic brain injury","title+code",FALSE
"S060X5A",10,"Concussion with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","Traumatic brain injury","title+code",FALSE
"S060X5D",10,"Concussion with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S060X5S",10,"Concussion with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","Traumatic brain injury","title+code",TRUE
"S060X6",10,"Concussion with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving","Traumatic brain injury","title+code",FALSE
"S060X6A",10,"Concussion with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","Traumatic brain injury","title+code",FALSE
"S060X6D",10,"Concussion with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S060X6S",10,"Concussion with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","Traumatic brain injury","title+code",TRUE
"S060X7",10,"Concussion with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness","Traumatic brain injury","title+code",FALSE
"S060X7A",10,"Concussion with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","Traumatic brain injury","title+code",FALSE
"S060X7D",10,"Concussion with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S060X7S",10,"Concussion with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, sequela","Traumatic brain injury","title+code",TRUE
"S060X8",10,"Concussion with loss of consciousness of any duration with death due to other cause prior to regaining consciousness","Traumatic brain injury","title+code",FALSE
"S060X8A",10,"Concussion with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","Traumatic brain injury","title+code",FALSE
"S060X8D",10,"Concussion with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S060X8S",10,"Concussion with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, sequela","Traumatic brain injury","title+code",TRUE
"S060X9",10,"Concussion with loss of consciousness of unspecified duration","Traumatic brain injury","title+code",FALSE
"S060X9A",10,"Concussion with loss of consciousness of unspecified duration, initial encounter","Traumatic brain injury","title+code",FALSE
"S060X9D",10,"Concussion with loss of consciousness of unspecified duration, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S060X9S",10,"Concussion with loss of consciousness of unspecified duration, sequela","Traumatic brain injury","title+code",TRUE
"S060XA",10,"Concussion with loss of consciousness status unknown","Traumatic brain injury","title+code",FALSE
"S060XAA",10,"Concussion with loss of consciousness status unknown, initial encounter","Traumatic brain injury","title+code",FALSE
"S060XAD",10,"Concussion with loss of consciousness status unknown, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S060XAS",10,"Concussion with loss of consciousness status unknown, sequela","Traumatic brain injury","title+code",TRUE
"S061",10,"Traumatic cerebral edema","Traumatic brain injury","code",FALSE
"S061X",10,"Traumatic cerebral edema","Traumatic brain injury","code",FALSE
"S061X0",10,"Traumatic cerebral edema without loss of consciousness","Traumatic brain injury","code",FALSE
"S061X0A",10,"Traumatic cerebral edema without loss of consciousness, initial encounter","Traumatic brain injury","code",FALSE
"S061X0D",10,"Traumatic cerebral edema without loss of consciousness, subsequent encounter","Traumatic brain injury","code",FALSE
"S061X0S",10,"Traumatic cerebral edema without loss of consciousness, sequela","Traumatic brain injury","code",TRUE
"S061X1",10,"Traumatic cerebral edema with loss of consciousness of 30 minutes or less","Traumatic brain injury","code",FALSE
"S061X1A",10,"Traumatic cerebral edema with loss of consciousness of 30 minutes or less, initial encounter","Traumatic brain injury","code",FALSE
"S061X1D",10,"Traumatic cerebral edema with loss of consciousness of 30 minutes or less, subsequent encounter","Traumatic brain injury","code",FALSE
"S061X1S",10,"Traumatic cerebral edema with loss of consciousness of 30 minutes or less, sequela","Traumatic brain injury","code",TRUE
"S061X2",10,"Traumatic cerebral edema with loss of consciousness of 31 minutes to 59 minutes","Traumatic brain injury","code",FALSE
"S061X2A",10,"Traumatic cerebral edema with loss of consciousness of 31 minutes to 59 minutes, initial encounter","Traumatic brain injury","code",FALSE
"S061X2D",10,"Traumatic cerebral edema with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","Traumatic brain injury","code",FALSE
"S061X2S",10,"Traumatic cerebral edema with loss of consciousness of 31 minutes to 59 minutes, sequela","Traumatic brain injury","code",TRUE
"S061X3",10,"Traumatic cerebral edema with loss of consciousness of 1 hour to 5 hours 59 minutes","Traumatic brain injury","code",FALSE
"S061X3A",10,"Traumatic cerebral edema with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","Traumatic brain injury","code",FALSE
"S061X3D",10,"Traumatic cerebral edema with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","Traumatic brain injury","code",FALSE
"S061X3S",10,"Traumatic cerebral edema with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","Traumatic brain injury","code",TRUE
"S061X4",10,"Traumatic cerebral edema with loss of consciousness of 6 hours to 24 hours","Traumatic brain injury","code",FALSE
"S061X4A",10,"Traumatic cerebral edema with loss of consciousness of 6 hours to 24 hours, initial encounter","Traumatic brain injury","code",FALSE
"S061X4D",10,"Traumatic cerebral edema with loss of consciousness of 6 hours to 24 hours, subsequent encounter","Traumatic brain injury","code",FALSE
"S061X4S",10,"Traumatic cerebral edema with loss of consciousness of 6 hours to 24 hours, sequela","Traumatic brain injury","code",TRUE
"S061X5",10,"Traumatic cerebral edema with loss of consciousness greater than 24 hours with return to pre-existing conscious level","Traumatic brain injury","code",FALSE
"S061X5A",10,"Traumatic cerebral edema with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","Traumatic brain injury","code",FALSE
"S061X5D",10,"Traumatic cerebral edema with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","Traumatic brain injury","code",FALSE
"S061X5S",10,"Traumatic cerebral edema with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","Traumatic brain injury","code",TRUE
"S061X6",10,"Traumatic cerebral edema with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving","Traumatic brain injury","code",FALSE
"S061X6A",10,"Traumatic cerebral edema with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","Traumatic brain injury","code",FALSE
"S061X6D",10,"Traumatic cerebral edema with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","Traumatic brain injury","code",FALSE
"S061X6S",10,"Traumatic cerebral edema with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","Traumatic brain injury","code",TRUE
"S061X7",10,"Traumatic cerebral edema with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness","Traumatic brain injury","code",FALSE
"S061X7A",10,"Traumatic cerebral edema with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","Traumatic brain injury","code",FALSE
"S061X7D",10,"Traumatic cerebral edema with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter","Traumatic brain injury","code",FALSE
"S061X7S",10,"Traumatic cerebral edema with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, sequela","Traumatic brain injury","code",TRUE
"S061X8",10,"Traumatic cerebral edema with loss of consciousness of any duration with death due to other cause prior to regaining consciousness","Traumatic brain injury","code",FALSE
"S061X8A",10,"Traumatic cerebral edema with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","Traumatic brain injury","code",FALSE
"S061X8D",10,"Traumatic cerebral edema with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, subsequent encounter","Traumatic brain injury","code",FALSE
"S061X8S",10,"Traumatic cerebral edema with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, sequela","Traumatic brain injury","code",TRUE
"S061X9",10,"Traumatic cerebral edema with loss of consciousness of unspecified duration","Traumatic brain injury","code",FALSE
"S061X9A",10,"Traumatic cerebral edema with loss of consciousness of unspecified duration, initial encounter","Traumatic brain injury","code",FALSE
"S061X9D",10,"Traumatic cerebral edema with loss of consciousness of unspecified duration, subsequent encounter","Traumatic brain injury","code",FALSE
"S061X9S",10,"Traumatic cerebral edema with loss of consciousness of unspecified duration, sequela","Traumatic brain injury","code",TRUE
"S061XA",10,"Traumatic cerebral edema with loss of consciousness status unknown","Traumatic brain injury","code",FALSE
"S061XAA",10,"Traumatic cerebral edema with loss of consciousness status unknown, initial encounter","Traumatic brain injury","code",FALSE
"S061XAD",10,"Traumatic cerebral edema with loss of consciousness status unknown, subsequent encounter","Traumatic brain injury","code",FALSE
"S061XAS",10,"Traumatic cerebral edema with loss of consciousness status unknown, sequela","Traumatic brain injury","code",TRUE
"S062",10,"Diffuse traumatic brain injury","Traumatic brain injury","title+code",FALSE
"S062X",10,"Diffuse traumatic brain injury","Traumatic brain injury","title+code",FALSE
"S062X0",10,"Diffuse traumatic brain injury without loss of consciousness","Traumatic brain injury","title+code",FALSE
"S062X0A",10,"Diffuse traumatic brain injury without loss of consciousness, initial encounter","Traumatic brain injury","title+code",FALSE
"S062X0D",10,"Diffuse traumatic brain injury without loss of consciousness, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S062X0S",10,"Diffuse traumatic brain injury without loss of consciousness, sequela","Traumatic brain injury","title+code",TRUE
"S062X1",10,"Diffuse traumatic brain injury with loss of consciousness of 30 minutes or less","Traumatic brain injury","title+code",FALSE
"S062X1A",10,"Diffuse traumatic brain injury with loss of consciousness of 30 minutes or less, initial encounter","Traumatic brain injury","title+code",FALSE
"S062X1D",10,"Diffuse traumatic brain injury with loss of consciousness of 30 minutes or less, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S062X1S",10,"Diffuse traumatic brain injury with loss of consciousness of 30 minutes or less, sequela","Traumatic brain injury","title+code",TRUE
"S062X2",10,"Diffuse traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes","Traumatic brain injury","title+code",FALSE
"S062X2A",10,"Diffuse traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter","Traumatic brain injury","title+code",FALSE
"S062X2D",10,"Diffuse traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S062X2S",10,"Diffuse traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, sequela","Traumatic brain injury","title+code",TRUE
"S062X3",10,"Diffuse traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes","Traumatic brain injury","title+code",FALSE
"S062X3A",10,"Diffuse traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","Traumatic brain injury","title+code",FALSE
"S062X3D",10,"Diffuse traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S062X3S",10,"Diffuse traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","Traumatic brain injury","title+code",TRUE
"S062X4",10,"Diffuse traumatic brain injury with loss of consciousness of 6 hours to 24 hours","Traumatic brain injury","title+code",FALSE
"S062X4A",10,"Diffuse traumatic brain injury with loss of consciousness of 6 hours to 24 hours, initial encounter","Traumatic brain injury","title+code",FALSE
"S062X4D",10,"Diffuse traumatic brain injury with loss of consciousness of 6 hours to 24 hours, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S062X4S",10,"Diffuse traumatic brain injury with loss of consciousness of 6 hours to 24 hours, sequela","Traumatic brain injury","title+code",TRUE
"S062X5",10,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious levels","Traumatic brain injury","title+code",FALSE
"S062X5A",10,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious levels, initial encounter","Traumatic brain injury","title+code",FALSE
"S062X5D",10,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious levels, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S062X5S",10,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious levels, sequela","Traumatic brain injury","title+code",TRUE
"S062X6",10,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving","Traumatic brain injury","title+code",FALSE
"S062X6A",10,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","Traumatic brain injury","title+code",FALSE
"S062X6D",10,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S062X6S",10,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","Traumatic brain injury","title+code",TRUE
"S062X7",10,"Diffuse traumatic brain injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness","Traumatic brain injury","title+code",FALSE
"S062X7A",10,"Diffuse traumatic brain injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","Traumatic brain injury","title+code",FALSE
"S062X7D",10,"Diffuse traumatic brain injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S062X7S",10,"Diffuse traumatic brain injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, sequela","Traumatic brain injury","title+code",TRUE
"S062X8",10,"Diffuse traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness","Traumatic brain injury","title+code",FALSE
"S062X8A",10,"Diffuse traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","Traumatic brain injury","title+code",FALSE
"S062X8D",10,"Diffuse traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S062X8S",10,"Diffuse traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, sequela","Traumatic brain injury","title+code",TRUE
"S062X9",10,"Diffuse traumatic brain injury with loss of consciousness of unspecified duration","Traumatic brain injury","title+code",FALSE
"S062X9A",10,"Diffuse traumatic brain injury with loss of consciousness of unspecified duration, initial encounter","Traumatic brain injury","title+code",FALSE
"S062X9D",10,"Diffuse traumatic brain injury with loss of consciousness of unspecified duration, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S062X9S",10,"Diffuse traumatic brain injury with loss of consciousness of unspecified duration, sequela","Traumatic brain injury","title+code",TRUE
"S062XA",10,"Diffuse traumatic brain injury with loss of consciousness status unknown","Traumatic brain injury","title+code",FALSE
"S062XAA",10,"Diffuse traumatic brain injury with loss of consciousness status unknown, initial encounter","Traumatic brain injury","title+code",FALSE
"S062XAD",10,"Diffuse traumatic brain injury with loss of consciousness status unknown, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S062XAS",10,"Diffuse traumatic brain injury with loss of consciousness status unknown, sequela","Traumatic brain injury","title+code",TRUE
"S063",10,"Focal traumatic brain injury","Traumatic brain injury","title+code",FALSE
"S0630",10,"Unspecified focal traumatic brain injury","Traumatic brain injury","title+code",FALSE
"S06300",10,"Unspecified focal traumatic brain injury without loss of consciousness","Traumatic brain injury","title+code",FALSE
"S06300A",10,"Unspecified focal traumatic brain injury without loss of consciousness, initial encounter","Traumatic brain injury","title+code",FALSE
"S06300D",10,"Unspecified focal traumatic brain injury without loss of consciousness, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S06300S",10,"Unspecified focal traumatic brain injury without loss of consciousness, sequela","Traumatic brain injury","title+code",TRUE
"S06301",10,"Unspecified focal traumatic brain injury with loss of consciousness of 30 minutes or less","Traumatic brain injury","title+code",FALSE
"S06301A",10,"Unspecified focal traumatic brain injury with loss of consciousness of 30 minutes or less, initial encounter","Traumatic brain injury","title+code",FALSE
"S06301D",10,"Unspecified focal traumatic brain injury with loss of consciousness of 30 minutes or less, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S06301S",10,"Unspecified focal traumatic brain injury with loss of consciousness of 30 minutes or less, sequela","Traumatic brain injury","title+code",TRUE
"S06302",10,"Unspecified focal traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes","Traumatic brain injury","title+code",FALSE
"S06302A",10,"Unspecified focal traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, initial encounter","Traumatic brain injury","title+code",FALSE
"S06302D",10,"Unspecified focal traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S06302S",10,"Unspecified focal traumatic brain injury with loss of consciousness of 31 minutes to 59 minutes, sequela","Traumatic brain injury","title+code",TRUE
"S06303",10,"Unspecified focal traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes","Traumatic brain injury","title+code",FALSE
"S06303A",10,"Unspecified focal traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter","Traumatic brain injury","title+code",FALSE
"S06303D",10,"Unspecified focal traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S06303S",10,"Unspecified focal traumatic brain injury with loss of consciousness of 1 hour to 5 hours 59 minutes, sequela","Traumatic brain injury","title+code",TRUE
"S06304",10,"Unspecified focal traumatic brain injury with loss of consciousness of 6 hours to 24 hours","Traumatic brain injury","title+code",FALSE
"S06304A",10,"Unspecified focal traumatic brain injury with loss of consciousness of 6 hours to 24 hours, initial encounter","Traumatic brain injury","title+code",FALSE
"S06304D",10,"Unspecified focal traumatic brain injury with loss of consciousness of 6 hours to 24 hours, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S06304S",10,"Unspecified focal traumatic brain injury with loss of consciousness of 6 hours to 24 hours, sequela","Traumatic brain injury","title+code",TRUE
"S06305",10,"Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level","Traumatic brain injury","title+code",FALSE
"S06305A",10,"Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter","Traumatic brain injury","title+code",FALSE
"S06305D",10,"Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S06305S",10,"Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours with return to pre-existing conscious level, sequela","Traumatic brain injury","title+code",TRUE
"S06306",10,"Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving","Traumatic brain injury","title+code",FALSE
"S06306A",10,"Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter","Traumatic brain injury","title+code",FALSE
"S06306D",10,"Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S06306S",10,"Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela","Traumatic brain injury","title+code",TRUE
"S06307",10,"Unspecified focal traumatic brain injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness","Traumatic brain injury","title+code",FALSE
"S06307A",10,"Unspecified focal traumatic brain injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter","Traumatic brain injury","title+code",FALSE
"S06307D",10,"Unspecified focal traumatic brain injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S06307S",10,"Unspecified focal traumatic brain injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, sequela","Traumatic brain injury","title+code",TRUE
"S06308",10,"Unspecified focal traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness","Traumatic brain injury","title+code",FALSE
"S06308A",10,"Unspecified focal traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter","Traumatic brain injury","title+code",FALSE
"S06308D",10,"Unspecified focal traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S06308S",10,"Unspecified focal traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, sequela","Traumatic brain injury","title+code",TRUE
"S06309",10,"Unspecified focal traumatic brain injury with loss of consciousness of unspecified duration","Traumatic brain injury","title+code",FALSE
"S06309A",10,"Unspecified focal traumatic brain injury with loss of consciousness of unspecified duration, initial encounter","Traumatic brain injury","title+code",FALSE
"S06309D",10,"Unspecified focal traumatic brain injury with loss of consciousness of unspecified duration, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S06309S",10,"Unspecified focal traumatic brain injury with loss of consciousness of unspecified duration, sequela","Traumatic brain injury","title+code",TRUE
"S0630A",10,"Unspecified focal traumatic brain injury with loss of consciousness status unknown","Traumatic brain injury","title+code",FALSE
"S0630AA",10,"Unspecified focal traumatic brain injury with loss of consciousness status unknown, initial encounter","Traumatic brain injury","title+code",FALSE
"S0630AD",10,"Unspecified focal traumatic brain injury with loss of consciousness status unknown, subsequent encounter","Traumatic brain injury","title+code",FALSE
"S0630AS",10,"Unspecified focal traumatic brain injury with loss of consciousness status unknown, sequela","Traumatic brain injury","title+code",TRUE
"S0631",10,"Contusion and laceration of right cerebrum","Traumatic brain injury","code",FALSE
"S06310",10,"Contusion and laceration of right cerebrum without loss of consciousness","Traumatic brain injury","code",FALSE
"S06310A",10,"Contusion and laceration of right cerebrum without loss of consciousness, initial encounter","Traumatic brain injury","code",FALSE
"S06310D",10,"Contusion and laceration of right cerebrum without loss of consciousness, subsequent encounter","Traumatic brain injury","code",FALSE
"S06310S",10,"Contusion and laceration of right cerebrum without loss of consciousness, sequela","Traumatic brain injury","code",TRUE
"S06311",10,"Contusion and laceration of right cerebrum with loss of consciousness of 30 minutes or less","Traumatic brain injury","code",FALSE
"S06311A",10,"Contusion and laceration of right cerebrum with loss of consciousness of 30 minutes or less, initial encounter","Traumatic brain injury","code",FALSE
