"icd_code","icd_version","long_title","category","matched_by","review_flag"
"3102",9,"Postconcussion syndrome","Traumatic brain injury","title",FALSE
"80000",9,"Closed fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness","Traumatic brain injury","title",TRUE
"80001",9,"Closed fracture of vault of skull without mention of intracranial injury, with no loss of consciousness","Traumatic brain injury","title",TRUE
"80002",9,"Closed fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",TRUE
"80003",9,"Closed fracture of vault of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",TRUE
"80004",9,"Closed fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",TRUE
"80005",9,"Closed fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",TRUE
"80006",9,"Closed fracture of vault of skull without mention of intracranial injury, with loss of consciousness of unspecified duration","Traumatic brain injury","title",TRUE
"80009",9,"Closed fracture of vault of skull without mention of intracranial injury, with concussion, unspecified","Traumatic brain injury","title",TRUE
"80010",9,"Closed fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness","Traumatic brain injury","title",FALSE
"80011",9,"Closed fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness","Traumatic brain injury","title",FALSE
"80012",9,"Closed fracture of vault of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",FALSE
"80013",9,"Closed fracture of vault of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",FALSE
"80014",9,"Closed fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80015",9,"Closed fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80016",9,"Closed fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"80019",9,"Closed fracture of vault of skull with cerebral laceration and contusion, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80029",9,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80039",9,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80040",9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness","Traumatic brain injury","title",FALSE
"80041",9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness","Traumatic brain injury","title",FALSE
"80042",9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",FALSE
"80043",9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",FALSE
"80044",9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80045",9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80046",9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"80049",9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80050",9,"Open fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness","Traumatic brain injury","title",TRUE
"80051",9,"Open fracture of vault of skull without mention of intracranial injury, with no loss of consciousness","Traumatic brain injury","title",TRUE
"80052",9,"Open fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",TRUE
"80053",9,"Open fracture of vault of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",TRUE
"80054",9,"Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",TRUE
"80055",9,"Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",TRUE
"80056",9,"Open fracture of vault of skull without mention of intracranial injury, with loss of consciousness of unspecified duration","Traumatic brain injury","title",TRUE
"80059",9,"Open fracture of vault of skull without mention of intracranial injury, with concussion, unspecified","Traumatic brain injury","title",TRUE
"80060",9,"Open fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness","Traumatic brain injury","title",FALSE
"80061",9,"Open fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness","Traumatic brain injury","title",FALSE
"80062",9,"Open fracture of vault of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",FALSE
"80063",9,"Open fracture of vault of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",FALSE
"80064",9,"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80065",9,"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80066",9,"Open fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"80069",9,"Open fracture of vault of skull with cerebral laceration and contusion, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80079",9,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80089",9,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80090",9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness","Traumatic brain injury","title",FALSE
"80091",9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness","Traumatic brain injury","title",FALSE
"80092",9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",FALSE
"80093",9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",FALSE
"80094",9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80095",9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80096",9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"80099",9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80109",9,"Closed fracture of base of skull without mention of intra cranial injury, with concussion, unspecified","Traumatic brain injury","title",TRUE
"80110",9,"Closed fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness","Traumatic brain injury","title",FALSE
"80111",9,"Closed fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness","Traumatic brain injury","title",FALSE
"80112",9,"Closed fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",FALSE
"80113",9,"Closed fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",FALSE
"80114",9,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80115",9,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80116",9,"Closed fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"80119",9,"Closed fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80129",9,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80139",9,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80140",9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness","Traumatic brain injury","title",FALSE
"80141",9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness","Traumatic brain injury","title",FALSE
"80142",9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",FALSE
"80143",9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",FALSE
"80144",9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours) loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80145",9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80146",9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"80149",9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80150",9,"Open fracture of base of skull without mention of intracranial injury, unspecified state of consciousness","Traumatic brain injury","title",TRUE
"80151",9,"Open fracture of base of skull without mention of intracranial injury, with no loss of consciousness","Traumatic brain injury","title",TRUE
"80152",9,"Open fracture of base of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",TRUE
"80153",9,"Open fracture of base of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",TRUE
"80154",9,"Open fracture of base of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",TRUE
"80155",9,"Open fracture of base of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",TRUE
"80156",9,"Open fracture of base of skull without mention of intracranial injury, with loss of consciousness of unspecified duration","Traumatic brain injury","title",TRUE
"80159",9,"Open fracture of base of skull without mention of intracranial injury, with concussion, unspecified","Traumatic brain injury","title",TRUE
"80160",9,"Open fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness","Traumatic brain injury","title",FALSE
"80161",9,"Open fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness","Traumatic brain injury","title",FALSE
"80162",9,"Open fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",FALSE
"80163",9,"Open fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",FALSE
"80164",9,"Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80165",9,"Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80166",9,"Open fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"80169",9,"Open fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80179",9,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80189",9,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80190",9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness","Traumatic brain injury","title",FALSE
"80191",9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness","Traumatic brain injury","title",FALSE
"80192",9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",FALSE
"80193",9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",FALSE
"80194",9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80195",9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80196",9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"80199",9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80300",9,"Other closed skull fracture without mention of intracranial injury, unspecified state of consciousness","Traumatic brain injury","title",TRUE
"80301",9,"Other closed skull fracture without mention of intracranial injury, with no loss of consciousness","Traumatic brain injury","title",TRUE
"80302",9,"Other closed skull fracture without mention of intracranial injury, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",TRUE
"80303",9,"Other closed skull fracture without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",TRUE
"80304",9,"Other closed skull fracture without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",TRUE
"80305",9,"Other closed skull fracture without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",TRUE
"80306",9,"Other closed skull fracture without mention of intracranial injury, with loss of consciousness of unspecified duration","Traumatic brain injury","title",TRUE
"80309",9,"Other closed skull fracture without mention of intracranial injury, with concussion, unspecified","Traumatic brain injury","title",TRUE
"80310",9,"Other closed skull fracture with cerebral laceration and contusion, unspecified state of consciousness","Traumatic brain injury","title",FALSE
"80311",9,"Other closed skull fracture with cerebral laceration and contusion, with no loss of consciousness","Traumatic brain injury","title",FALSE
"80312",9,"Other closed skull fracture with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",FALSE
"80313",9,"Other closed skull fracture with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",FALSE
"80314",9,"Other closed skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80315",9,"Other closed skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80316",9,"Other closed skull fracture with cerebral laceration and contusion, with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"80319",9,"Other closed skull fracture with cerebral laceration and contusion, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80329",9,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80339",9,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80340",9,"Other closed skull fracture with intracranial injury of other and unspecified nature, unspecified state of consciousness","Traumatic brain injury","title",FALSE
"80341",9,"Other closed skull fracture with intracranial injury of other and unspecified nature, with no loss of consciousness","Traumatic brain injury","title",FALSE
"80342",9,"Other closed skull fracture with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",FALSE
"80343",9,"Other closed skull fracture with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",FALSE
"80344",9,"Other closed skull fracture with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80345",9,"Other closed skull fracture with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80346",9,"Other closed skull fracture with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"80349",9,"Other closed skull fracture with intracranial injury of other and unspecified nature, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80351",9,"Other open skull fracture without mention of intracranial injury, with no loss of consciousness","Traumatic brain injury","title",TRUE
"80352",9,"Other open skull fracture without mention of intracranial injury, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",TRUE
"80353",9,"Other open skull fracture without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",TRUE
"80354",9,"Other open skull fracture without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",TRUE
"80355",9,"Other open skull fracture without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",TRUE
"80356",9,"Other open skull fracture without mention of intracranial injury, with loss of consciousness of unspecified duration","Traumatic brain injury","title",TRUE
"80359",9,"Other open skull fracture without mention of intracranial injury, with concussion, unspecified","Traumatic brain injury","title",TRUE
"80360",9,"Other open skull fracture with cerebral laceration and contusion, unspecified state of consciousness","Traumatic brain injury","title",FALSE
"80361",9,"Other open skull fracture with cerebral laceration and contusion, with no loss of consciousness","Traumatic brain injury","title",FALSE
"80362",9,"Other open skull fracture with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",FALSE
"80363",9,"Other open skull fracture with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",FALSE
"80364",9,"Other open skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80365",9,"Other open skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80366",9,"Other open skull fracture with cerebral laceration and contusion, with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"80369",9,"Other open skull fracture with cerebral laceration and contusion, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80379",9,"Other open skull fracture with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80389",9,"Other open skull fracture with other and unspecified intracranial hemorrhage, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80390",9,"Other open skull fracture with intracranial injury of other and unspecified nature, unspecified state of consciousness","Traumatic brain injury","title",FALSE
"80391",9,"Other open skull fracture with intracranial injury of other and unspecified nature, with no loss of consciousness","Traumatic brain injury","title",FALSE
"80392",9,"Other open skull fracture with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",FALSE
"80393",9,"Other open skull fracture with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",FALSE
"80394",9,"Other open skull fracture with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80395",9,"Other open skull fracture with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80396",9,"Other open skull fracture with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"80399",9,"Other open skull fracture with intracranial injury of other and unspecified nature, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80400",9,"Closed fractures involving skull or face with other bones, without mention of intracranial injury, unspecified state of consciousness","Traumatic brain injury","title",TRUE
"80401",9,"Closed fractures involving skull or face with other bones, without mention of intracranial injury, with no loss of consciousness","Traumatic brain injury","title",TRUE
"80402",9,"Closed fractures involving skull or face with other bones, without mention of intracranial injury, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",TRUE
"80403",9,"Closed fractures involving skull or face with other bones, without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",TRUE
"80404",9,"Closed fractures involving skull or face with other bones, without mention or intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",TRUE
"80405",9,"Closed fractures involving skull of face with other bones, without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",TRUE
"80406",9,"Closed fractures involving skull of face with other bones, without mention of intracranial injury, with loss of consciousness of unspecified duration","Traumatic brain injury","title",TRUE
"80409",9,"Closed fractures involving skull of face with other bones, without mention of intracranial injury, with concussion, unspecified","Traumatic brain injury","title",TRUE
"80410",9,"Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, unspecified state of consciousness","Traumatic brain injury","title",FALSE
"80411",9,"Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, with no loss of consciousness","Traumatic brain injury","title",FALSE
"80412",9,"Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",FALSE
"80413",9,"Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",FALSE
"80414",9,"Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80415",9,"Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80416",9,"Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"80419",9,"Closed fractures involving skull or face with other bones, with cerebral laceration and contusion, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80429",9,"Closed fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80439",9,"Closed fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80440",9,"Closed fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, unspecified state of consciousness","Traumatic brain injury","title",FALSE
"80441",9,"Closed fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with no loss of consciousness","Traumatic brain injury","title",FALSE
"80442",9,"Closed fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",FALSE
"80443",9,"Closed fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",FALSE
"80444",9,"Closed fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80445",9,"Closed fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80446",9,"Closed fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"80449",9,"Closed fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80450",9,"Open fractures involving skull or face with other bones, without mention of intracranial injury, unspecified state of consciousness","Traumatic brain injury","title",TRUE
"80451",9,"Open fractures involving skull or face with other bones, without mention of intracranial injury, with no loss of consciousness","Traumatic brain injury","title",TRUE
"80452",9,"Open fractures involving skull or face with other bones, without mention of intracranial injury, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",TRUE
"80453",9,"Open fractures involving skull or face with other bones, without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",TRUE
"80454",9,"Open fractures involving skull or face with other bones, without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",TRUE
"80455",9,"Open fractures involving skull or face with other bones, without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",TRUE
"80456",9,"Open fractures involving skull or face with other bones, without mention of intracranial injury, with loss of consciousness of unspecified duration","Traumatic brain injury","title",TRUE
"80459",9,"Open fractures involving skull or face with other bones, without mention of intracranial injury, with concussion, unspecified","Traumatic brain injury","title",TRUE
"80460",9,"Open fractures involving skull or face with other bones, with cerebral laceration and contusion, unspecified state of consciousness","Traumatic brain injury","title",FALSE
"80461",9,"Open fractures involving skull or face with other bones, with cerebral laceration and contusion, with no loss of consciousness","Traumatic brain injury","title",FALSE
"80462",9,"Open fractures involving skull or face with other bones, with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",FALSE
"80463",9,"Open fractures involving skull or face with other bones, with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",FALSE
"80464",9,"Open fractures involving skull or face with other bones, with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80465",9,"Open fractures involving skull or face with other bones, with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80466",9,"Open fractures involving skull or face with other bones, with cerebral laceration and contusion, with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"80469",9,"Open fractures involving skull or face with other bones, with cerebral laceration and contusion, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80479",9,"Open fractures involving skull or face with other bones with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80489",9,"Open fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, with concussion, unspecified","Traumatic brain injury","title",FALSE
"80490",9,"Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, unspecified state of consciousness","Traumatic brain injury","title",FALSE
"80491",9,"Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with no loss of consciousness","Traumatic brain injury","title",FALSE
"80492",9,"Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness","Traumatic brain injury","title",FALSE
"80493",9,"Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness","Traumatic brain injury","title",FALSE
"80494",9,"Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80495",9,"Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness without return to pre-existing conscious level","Traumatic brain injury","title",FALSE
"80496",9,"Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration","Traumatic brain injury","title",FALSE
"80499",9,"Open fractures involving skull or face with other bones, with intracranial injury of other and unspecified nature, with concussion, unspecified","Traumatic brain injury","title",FALSE
"8500",9,"Concussion with no loss of consciousness","Traumatic brain injury","title",FALSE
"85011",9,"Concussion, with loss of consciousness of 30 minutes or less","Traumatic brain injury","title",FALSE
"85012",9,"Concussion, with loss of consciousness from 31 to 59 minutes","Traumatic brain injury","title",FALSE
"8502",9,"Concussion with moderate loss of consciousness","Traumatic brain injury","title",FALSE
