"icd_code","icd_version","long_title","n_categories","categories","any_review_flag"
"T42",10,"Poisoning by, adverse effect of and underdosing of antiepileptic, sedative- hypnotic and antiparkinsonism drugs",3,"Dementia / Alzheimer / neurodegenerative | Other substance use / drug intoxication | Status epilepticus / epilepsy / seizure",FALSE
"2912",9,"Alcohol-induced persisting dementia",2,"Alcohol use / intoxication / withdrawal | Dementia / Alzheimer / neurodegenerative",FALSE
"85209",9,"Subarachnoid hemorrhage following injury without mention of open intracranial wound, with concussion, unspecified",2,"Stroke / cerebrovascular disease | Traumatic brain injury",TRUE
"85219",9,"Subarachnoid hemorrhage following injury with open intracranial wound, with concussion, unspecified",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"E8550",9,"Accidental poisoning by anticonvulsant and anti-parkinsonism drugs",2,"Dementia / Alzheimer / neurodegenerative | Status epilepticus / epilepsy / seizure",FALSE
"F1015",10,"Alcohol abuse with alcohol-induced psychotic disorder",2,"Alcohol use / intoxication / withdrawal | Pre-existing psychiatric illness",FALSE
"F10150",10,"Alcohol abuse with alcohol-induced psychotic disorder with delusions",2,"Alcohol use / intoxication / withdrawal | Pre-existing psychiatric illness",FALSE
"F10151",10,"Alcohol abuse with alcohol-induced psychotic disorder with hallucinations",2,"Alcohol use / intoxication / withdrawal | Pre-existing psychiatric illness",FALSE
"F10159",10,"Alcohol abuse with alcohol-induced psychotic disorder, unspecified",2,"Alcohol use / intoxication / withdrawal | Pre-existing psychiatric illness",FALSE
"F1025",10,"Alcohol dependence with alcohol-induced psychotic disorder",2,"Alcohol use / intoxication / withdrawal | Pre-existing psychiatric illness",FALSE
"F10250",10,"Alcohol dependence with alcohol-induced psychotic disorder with delusions",2,"Alcohol use / intoxication / withdrawal | Pre-existing psychiatric illness",FALSE
"F10251",10,"Alcohol dependence with alcohol-induced psychotic disorder with hallucinations",2,"Alcohol use / intoxication / withdrawal | Pre-existing psychiatric illness",FALSE
"F10259",10,"Alcohol dependence with alcohol-induced psychotic disorder, unspecified",2,"Alcohol use / intoxication / withdrawal | Pre-existing psychiatric illness",FALSE
"F1027",10,"Alcohol dependence with alcohol-induced persisting dementia",2,"Alcohol use / intoxication / withdrawal | Dementia / Alzheimer / neurodegenerative",FALSE
"F1095",10,"Alcohol use, unspecified with alcohol-induced psychotic disorder",2,"Alcohol use / intoxication / withdrawal | Pre-existing psychiatric illness",FALSE
"F10950",10,"Alcohol use, unspecified with alcohol-induced psychotic disorder with delusions",2,"Alcohol use / intoxication / withdrawal | Pre-existing psychiatric illness",FALSE
"F10951",10,"Alcohol use, unspecified with alcohol-induced psychotic disorder with hallucinations",2,"Alcohol use / intoxication / withdrawal | Pre-existing psychiatric illness",FALSE
"F10959",10,"Alcohol use, unspecified with alcohol-induced psychotic disorder, unspecified",2,"Alcohol use / intoxication / withdrawal | Pre-existing psychiatric illness",FALSE
"F1097",10,"Alcohol use, unspecified with alcohol-induced persisting dementia",2,"Alcohol use / intoxication / withdrawal | Dementia / Alzheimer / neurodegenerative",FALSE
"F1115",10,"Opioid abuse with opioid-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F11150",10,"Opioid abuse with opioid-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F11151",10,"Opioid abuse with opioid-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F11159",10,"Opioid abuse with opioid-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1125",10,"Opioid dependence with opioid-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F11250",10,"Opioid dependence with opioid-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F11251",10,"Opioid dependence with opioid-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F11259",10,"Opioid dependence with opioid-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1195",10,"Opioid use, unspecified with opioid-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F11950",10,"Opioid use, unspecified with opioid-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F11951",10,"Opioid use, unspecified with opioid-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F11959",10,"Opioid use, unspecified with opioid-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1215",10,"Cannabis abuse with psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F12150",10,"Cannabis abuse with psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F12151",10,"Cannabis abuse with psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F12159",10,"Cannabis abuse with psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1225",10,"Cannabis dependence with psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F12250",10,"Cannabis dependence with psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F12251",10,"Cannabis dependence with psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F12259",10,"Cannabis dependence with psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1295",10,"Cannabis use, unspecified with psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F12950",10,"Cannabis use, unspecified with psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F12951",10,"Cannabis use, unspecified with psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F12959",10,"Cannabis use, unspecified with psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1315",10,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F13150",10,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F13151",10,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F13159",10,"Sedative, hypnotic or anxiolytic abuse with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1325",10,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F13250",10,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F13251",10,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F13259",10,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1327",10,"Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced persisting dementia",2,"Dementia / Alzheimer / neurodegenerative | Other substance use / drug intoxication",FALSE
"F1395",10,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F13950",10,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F13951",10,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F13959",10,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1397",10,"Sedative, hypnotic or anxiolytic use, unspecified with sedative, hypnotic or anxiolytic-induced persisting dementia",2,"Dementia / Alzheimer / neurodegenerative | Other substance use / drug intoxication",FALSE
"F1415",10,"Cocaine abuse with cocaine-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F14150",10,"Cocaine abuse with cocaine-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F14151",10,"Cocaine abuse with cocaine-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F14159",10,"Cocaine abuse with cocaine-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1425",10,"Cocaine dependence with cocaine-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F14250",10,"Cocaine dependence with cocaine-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F14251",10,"Cocaine dependence with cocaine-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F14259",10,"Cocaine dependence with cocaine-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1495",10,"Cocaine use, unspecified with cocaine-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F14950",10,"Cocaine use, unspecified with cocaine-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F14951",10,"Cocaine use, unspecified with cocaine-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F14959",10,"Cocaine use, unspecified with cocaine-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1515",10,"Other stimulant abuse with stimulant-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F15150",10,"Other stimulant abuse with stimulant-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F15151",10,"Other stimulant abuse with stimulant-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F15159",10,"Other stimulant abuse with stimulant-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1525",10,"Other stimulant dependence with stimulant-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F15250",10,"Other stimulant dependence with stimulant-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F15251",10,"Other stimulant dependence with stimulant-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F15259",10,"Other stimulant dependence with stimulant-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1595",10,"Other stimulant use, unspecified with stimulant-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F15950",10,"Other stimulant use, unspecified with stimulant-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F15951",10,"Other stimulant use, unspecified with stimulant-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F15959",10,"Other stimulant use, unspecified with stimulant-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1615",10,"Hallucinogen abuse with hallucinogen-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F16150",10,"Hallucinogen abuse with hallucinogen-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F16151",10,"Hallucinogen abuse with hallucinogen-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F16159",10,"Hallucinogen abuse with hallucinogen-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1625",10,"Hallucinogen dependence with hallucinogen-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F16250",10,"Hallucinogen dependence with hallucinogen-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F16251",10,"Hallucinogen dependence with hallucinogen-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F16259",10,"Hallucinogen dependence with hallucinogen-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1695",10,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F16950",10,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F16951",10,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F16959",10,"Hallucinogen use, unspecified with hallucinogen-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1815",10,"Inhalant abuse with inhalant-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F18150",10,"Inhalant abuse with inhalant-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F18151",10,"Inhalant abuse with inhalant-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F18159",10,"Inhalant abuse with inhalant-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1817",10,"Inhalant abuse with inhalant-induced dementia",2,"Dementia / Alzheimer / neurodegenerative | Other substance use / drug intoxication",FALSE
"F1825",10,"Inhalant dependence with inhalant-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F18250",10,"Inhalant dependence with inhalant-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F18251",10,"Inhalant dependence with inhalant-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F18259",10,"Inhalant dependence with inhalant-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1827",10,"Inhalant dependence with inhalant-induced dementia",2,"Dementia / Alzheimer / neurodegenerative | Other substance use / drug intoxication",FALSE
"F1895",10,"Inhalant use, unspecified with inhalant-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F18950",10,"Inhalant use, unspecified with inhalant-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F18951",10,"Inhalant use, unspecified with inhalant-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F18959",10,"Inhalant use, unspecified with inhalant-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1897",10,"Inhalant use, unspecified with inhalant-induced persisting dementia",2,"Dementia / Alzheimer / neurodegenerative | Other substance use / drug intoxication",FALSE
"F1915",10,"Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F19150",10,"Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F19151",10,"Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F19159",10,"Other psychoactive substance abuse with psychoactive substance-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1917",10,"Other psychoactive substance abuse with psychoactive substance-induced persisting dementia",2,"Dementia / Alzheimer / neurodegenerative | Other substance use / drug intoxication",FALSE
"F1925",10,"Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F19250",10,"Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F19251",10,"Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F19259",10,"Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1927",10,"Other psychoactive substance dependence with psychoactive substance-induced persisting dementia",2,"Dementia / Alzheimer / neurodegenerative | Other substance use / drug intoxication",FALSE
"F1995",10,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F19950",10,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder with delusions",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F19951",10,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder with hallucinations",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F19959",10,"Other psychoactive substance use, unspecified with psychoactive substance-induced psychotic disorder, unspecified",2,"Other substance use / drug intoxication | Pre-existing psychiatric illness",FALSE
"F1997",10,"Other psychoactive substance use, unspecified with psychoactive substance-induced persisting dementia",2,"Dementia / Alzheimer / neurodegenerative | Other substance use / drug intoxication",FALSE
"G0430",10,"Acute necrotizing hemorrhagic encephalopathy, unspecified",2,"Meningitis / encephalitis / CNS infection | Metabolic / toxic / other encephalopathy",FALSE
"G213",10,"Postencephalitic parkinsonism",2,"Dementia / Alzheimer / neurodegenerative | Meningitis / encephalitis / CNS infection",FALSE
"I60",10,"Nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I600",10,"Nontraumatic subarachnoid hemorrhage from carotid siphon and bifurcation",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6000",10,"Nontraumatic subarachnoid hemorrhage from unspecified carotid siphon and bifurcation",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6001",10,"Nontraumatic subarachnoid hemorrhage from right carotid siphon and bifurcation",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6002",10,"Nontraumatic subarachnoid hemorrhage from left carotid siphon and bifurcation",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I601",10,"Nontraumatic subarachnoid hemorrhage from middle cerebral artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6010",10,"Nontraumatic subarachnoid hemorrhage from unspecified middle cerebral artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6011",10,"Nontraumatic subarachnoid hemorrhage from right middle cerebral artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6012",10,"Nontraumatic subarachnoid hemorrhage from left middle cerebral artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I602",10,"Nontraumatic subarachnoid hemorrhage from anterior communicating artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6020",10,"Nontraumatic subarachnoid hemorrhage from unspecified anterior communicating artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6021",10,"Nontraumatic subarachnoid hemorrhage from right anterior communicating artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6022",10,"Nontraumatic subarachnoid hemorrhage from left anterior communicating artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I603",10,"Nontraumatic subarachnoid hemorrhage from posterior communicating artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6030",10,"Nontraumatic subarachnoid hemorrhage from unspecified posterior communicating artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6031",10,"Nontraumatic subarachnoid hemorrhage from right posterior communicating artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6032",10,"Nontraumatic subarachnoid hemorrhage from left posterior communicating artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I604",10,"Nontraumatic subarachnoid hemorrhage from basilar artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I605",10,"Nontraumatic subarachnoid hemorrhage from vertebral artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6050",10,"Nontraumatic subarachnoid hemorrhage from unspecified vertebral artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6051",10,"Nontraumatic subarachnoid hemorrhage from right vertebral artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6052",10,"Nontraumatic subarachnoid hemorrhage from left vertebral artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I606",10,"Nontraumatic subarachnoid hemorrhage from other intracranial arteries",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I607",10,"Nontraumatic subarachnoid hemorrhage from unspecified intracranial artery",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I608",10,"Other nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I609",10,"Nontraumatic subarachnoid hemorrhage, unspecified",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I620",10,"Nontraumatic subdural hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6200",10,"Nontraumatic subdural hemorrhage, unspecified",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I674",10,"Hypertensive encephalopathy",2,"Hypertensive encephalopathy | Stroke / cerebrovascular disease",FALSE
"I690",10,"Sequelae of nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",TRUE
"I6900",10,"Unspecified sequelae of nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",TRUE
"I6901",10,"Cognitive deficits following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69010",10,"Attention and concentration deficit following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69011",10,"Memory deficit following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69012",10,"Visuospatial deficit and spatial neglect following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69013",10,"Psychomotor deficit following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69014",10,"Frontal lobe and executive function deficit following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69015",10,"Cognitive social or emotional deficit following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69018",10,"Other symptoms and signs involving cognitive functions following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69019",10,"Unspecified symptoms and signs involving cognitive functions following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6902",10,"Speech and language deficits following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69020",10,"Aphasia following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69021",10,"Dysphasia following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69022",10,"Dysarthria following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69023",10,"Fluency disorder following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69028",10,"Other speech and language deficits following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6903",10,"Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69031",10,"Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting right dominant side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69032",10,"Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting left dominant side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69033",10,"Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting right non-dominant side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69034",10,"Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting left non-dominant side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69039",10,"Monoplegia of upper limb following nontraumatic subarachnoid hemorrhage affecting unspecified side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6904",10,"Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69041",10,"Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting right dominant side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69042",10,"Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting left dominant side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69043",10,"Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting right non-dominant side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69044",10,"Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting left non-dominant side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69049",10,"Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting unspecified side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I6905",10,"Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69051",10,"Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting right dominant side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
"I69052",10,"Hemiplegia and hemiparesis following nontraumatic subarachnoid hemorrhage affecting left dominant side",2,"Stroke / cerebrovascular disease | Traumatic brain injury",FALSE
