"icd_code","icd_version","long_title","n_categories","categories","any_review_flag"
"T42",10,"Poisoning by, adverse effect of and underdosing of antiepileptic, sedative- hypnotic and antiparkinsonism drugs",3,"Dementia / Alzheimer / neurodegenerative | Other substance use / drug intoxication | Status epilepticus / epilepsy / seizure",FALSE
"3481",9,"Anoxic brain damage",1,"Metabolic / toxic / other encephalopathy",FALSE
"34830",9,"Encephalopathy, unspecified",1,"Metabolic / toxic / other encephalopathy",FALSE
"34831",9,"Metabolic encephalopathy",1,"Metabolic / toxic / other encephalopathy",FALSE
"34839",9,"Other encephalopathy",1,"Metabolic / toxic / other encephalopathy",FALSE
"34982",9,"Toxic encephalopathy",1,"Metabolic / toxic / other encephalopathy",FALSE
"3575",9,"Alcoholic polyneuropathy",1,"Alcohol use / intoxication / withdrawal",FALSE
"4255",9,"Alcoholic cardiomyopathy",1,"Alcohol use / intoxication / withdrawal",FALSE
"430",9,"Subarachnoid hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"431",9,"Intracerebral hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"4320",9,"Nontraumatic extradural hemorrhage",1,"Stroke / cerebrovascular disease",FALSE
"43300",9,"Occlusion and stenosis of basilar artery without mention of cerebral infarction",1,"Stroke / cerebrovascular disease",TRUE
"43301",9,"Occlusion and stenosis of basilar artery with cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"43310",9,"Occlusion and stenosis of carotid artery without mention of cerebral infarction",1,"Stroke / cerebrovascular disease",TRUE
"43311",9,"Occlusion and stenosis of carotid artery with cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"43320",9,"Occlusion and stenosis of vertebral artery without mention of cerebral infarction",1,"Stroke / cerebrovascular disease",TRUE
"43321",9,"Occlusion and stenosis of vertebral artery with cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"43330",9,"Occlusion and stenosis of multiple and bilateral precerebral arteries without mention of cerebral infarction",1,"Stroke / cerebrovascular disease",TRUE
"43331",9,"Occlusion and stenosis of multiple and bilateral precerebral arteries with cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"43380",9,"Occlusion and stenosis of other specified precerebral artery without mention of cerebral infarction",1,"Stroke / cerebrovascular disease",TRUE
"43381",9,"Occlusion and stenosis of other specified precerebral artery with cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"43390",9,"Occlusion and stenosis of unspecified precerebral artery without mention of cerebral infarction",1,"Stroke / cerebrovascular disease",TRUE
"43391",9,"Occlusion and stenosis of unspecified precerebral artery with cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"43400",9,"Cerebral thrombosis without mention of cerebral infarction",1,"Stroke / cerebrovascular disease",TRUE
"43401",9,"Cerebral thrombosis with cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"43410",9,"Cerebral embolism without mention of cerebral infarction",1,"Stroke / cerebrovascular disease",TRUE
"43411",9,"Cerebral embolism with cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"43490",9,"Cerebral artery occlusion, unspecified without mention of cerebral infarction",1,"Stroke / cerebrovascular disease",TRUE
"43491",9,"Cerebral artery occlusion, unspecified with cerebral infarction",1,"Stroke / cerebrovascular disease",FALSE
"4358",9,"Other specified transient cerebral ischemias",1,"Stroke / cerebrovascular disease",FALSE
"4359",9,"Unspecified transient cerebral ischemia",1,"Stroke / cerebrovascular disease",FALSE
"436",9,"Acute, but ill-defined, cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"4371",9,"Other generalized ischemic cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"4372",9,"Hypertensive encephalopathy",1,"Hypertensive encephalopathy",FALSE
"4378",9,"Other ill-defined cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"4379",9,"Unspecified cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"4380",9,"Late effects of cerebrovascular disease, cognitive deficits",1,"Stroke / cerebrovascular disease",FALSE
"43810",9,"Late effects of cerebrovascular disease, speech and language deficit, unspecified",1,"Stroke / cerebrovascular disease",FALSE
"43811",9,"Late effects of cerebrovascular disease, aphasia",1,"Stroke / cerebrovascular disease",FALSE
"43812",9,"Late effects of cerebrovascular disease, dysphasia",1,"Stroke / cerebrovascular disease",FALSE
"43813",9,"Late effects of cerebrovascular disease, dysarthria",1,"Stroke / cerebrovascular disease",FALSE
"43814",9,"Late effects of cerebrovascular disease, fluency disorder",1,"Stroke / cerebrovascular disease",FALSE
"43819",9,"Late effects of cerebrovascular disease, other speech and language deficits",1,"Stroke / cerebrovascular disease",FALSE
"43820",9,"Late effects of cerebrovascular disease, hemiplegia affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"43821",9,"Late effects of cerebrovascular disease, hemiplegia affecting dominant side",1,"Stroke / cerebrovascular disease",FALSE
"43822",9,"Late effects of cerebrovascular disease, hemiplegia affecting nondominant side",1,"Stroke / cerebrovascular disease",FALSE
"43830",9,"Late effects of cerebrovascular disease, monoplegia of upper limb affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"43831",9,"Late effects of cerebrovascular disease, monoplegia of upper limb affecting dominant side",1,"Stroke / cerebrovascular disease",FALSE
"43832",9,"Late effects of cerebrovascular disease, monoplegia of upper limb affecting nondominant side",1,"Stroke / cerebrovascular disease",FALSE
"43840",9,"Late effects of cerebrovascular disease, monoplegia of lower limb affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"43841",9,"Late effects of cerebrovascular disease, monoplegia of lower limb affecting dominant side",1,"Stroke / cerebrovascular disease",FALSE
"43842",9,"Late effects of cerebrovascular disease, monoplegia of lower limb affecting nondominant side",1,"Stroke / cerebrovascular disease",FALSE
"43850",9,"Late effects of cerebrovascular disease, other paralytic syndrome affecting unspecified side",1,"Stroke / cerebrovascular disease",FALSE
"43851",9,"Late effects of cerebrovascular disease, other paralytic syndrome affecting dominant side",1,"Stroke / cerebrovascular disease",FALSE
"43852",9,"Late effects of cerebrovascular disease, other paralytic syndrome affecting nondominant side",1,"Stroke / cerebrovascular disease",FALSE
"43853",9,"Late effects of cerebrovascular disease, other paralytic syndrome, bilateral",1,"Stroke / cerebrovascular disease",FALSE
"4386",9,"Late effects of cerebrovascular disease, alterations of sensations",1,"Stroke / cerebrovascular disease",FALSE
"4387",9,"Late effects of cerebrovascular disease, disturbances of vision",1,"Stroke / cerebrovascular disease",FALSE
"43881",9,"Other late effects of cerebrovascular disease, apraxia",1,"Stroke / cerebrovascular disease",FALSE
"43882",9,"Other late effects of cerebrovascular disease, dysphagia",1,"Stroke / cerebrovascular disease",FALSE
"43883",9,"Other late effects of cerebrovascular disease, facial weakness",1,"Stroke / cerebrovascular disease",FALSE
"43884",9,"Other late effects of cerebrovascular disease, ataxia",1,"Stroke / cerebrovascular disease",FALSE
"43885",9,"Other late effects of cerebrovascular disease, vertigo",1,"Stroke / cerebrovascular disease",FALSE
"43889",9,"Other late effects of cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"4389",9,"Unspecified late effects of cerebrovascular disease",1,"Stroke / cerebrovascular disease",FALSE
"53530",9,"Alcoholic gastritis, without mention of hemorrhage",1,"Alcohol use / intoxication / withdrawal",TRUE
"53531",9,"Alcoholic gastritis, with hemorrhage",1,"Alcohol use / intoxication / withdrawal",FALSE
"5710",9,"Alcoholic fatty liver",1,"Alcohol use / intoxication / withdrawal",FALSE
"5711",9,"Acute alcoholic hepatitis",1,"Alcohol use / intoxication / withdrawal",FALSE
"5712",9,"Alcoholic cirrhosis of liver",1,"Alcohol use / intoxication / withdrawal",FALSE
"5713",9,"Alcoholic liver damage, unspecified",1,"Alcohol use / intoxication / withdrawal",FALSE
"5718",9,"Other chronic nonalcoholic liver disease",1,"Alcohol use / intoxication / withdrawal",FALSE
"5722",9,"Hepatic encephalopathy",1,"Hepatic encephalopathy / failure",FALSE
"64940",9,"Epilepsy complicating pregnancy, childbirth, or the puerperium, unspecified as to episode of care or not applicable",1,"Status epilepticus / epilepsy / seizure",FALSE
"64941",9,"Epilepsy complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition",1,"Status epilepticus / epilepsy / seizure",TRUE
"64942",9,"Epilepsy complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication",1,"Status epilepticus / epilepsy / seizure",FALSE
"64943",9,"Epilepsy complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication",1,"Status epilepticus / epilepsy / seizure",FALSE
"64944",9,"Epilepsy complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication",1,"Status epilepticus / epilepsy / seizure",FALSE
"67400",9,"Cerebrovascular disorders in the puerperium, unspecified as to episode of care or not applicable",1,"Stroke / cerebrovascular disease",FALSE
"67401",9,"Cerebrovascular disorders in the puerperium, delivered, with or without mention of antepartum condition",1,"Stroke / cerebrovascular disease",TRUE
"67402",9,"Cerebrovascular disorders in the puerperium, delivered, with mention of postpartum complication",1,"Stroke / cerebrovascular disease",FALSE
"67403",9,"Cerebrovascular disorders in the puerperium, antepartum condition or complication",1,"Stroke / cerebrovascular disease",FALSE
"67404",9,"Cerebrovascular disorders in the puerperium, postpartum condition or complication",1,"Stroke / cerebrovascular disease",FALSE
"74781",9,"Anomalies of cerebrovascular system",1,"Stroke / cerebrovascular disease",FALSE
"76077",9,"Anticonvulsants affecting fetus or newborn via placenta or breast milk",1,"Status epilepticus / epilepsy / seizure",FALSE
"76870",9,"Hypoxic-ischemic encephalopathy, unspecified",1,"Metabolic / toxic / other encephalopathy",FALSE
"7722",9,"Subarachnoid hemorrhage of fetus or newborn",1,"Stroke / cerebrovascular disease",FALSE
"7790",9,"Convulsions in newborn",1,"Status epilepticus / epilepsy / seizure",FALSE
"7794",9,"Drug reactions and intoxications specific to newborn",1,"Other substance use / drug intoxication",FALSE
"78031",9,"Febrile convulsions (simple), unspecified",1,"Status epilepticus / epilepsy / seizure",FALSE
"78032",9,"Complex febrile convulsions",1,"Status epilepticus / epilepsy / seizure",FALSE
"78033",9,"Post traumatic seizures",1,"Status epilepticus / epilepsy / seizure",FALSE
"78039",9,"Other convulsions",1,"Status epilepticus / epilepsy / seizure",FALSE
"797",9,"Senility without mention of psychosis",1,"Pre-existing psychiatric illness",TRUE
"80000",9,"Closed fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness",1,"Traumatic brain injury",TRUE
"80001",9,"Closed fracture of vault of skull without mention of intracranial injury, with no loss of consciousness",1,"Traumatic brain injury",TRUE
"80002",9,"Closed fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness",1,"Traumatic brain injury",TRUE
"80003",9,"Closed fracture of vault of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",1,"Traumatic brain injury",TRUE
"80004",9,"Closed fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,"Traumatic brain injury",TRUE
"80005",9,"Closed fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,"Traumatic brain injury",TRUE
"80006",9,"Closed fracture of vault of skull without mention of intracranial injury, with loss of consciousness of unspecified duration",1,"Traumatic brain injury",TRUE
"80009",9,"Closed fracture of vault of skull without mention of intracranial injury, with concussion, unspecified",1,"Traumatic brain injury",TRUE
"80010",9,"Closed fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness",1,"Traumatic brain injury",FALSE
"80011",9,"Closed fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness",1,"Traumatic brain injury",FALSE
"80012",9,"Closed fracture of vault of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",1,"Traumatic brain injury",FALSE
"80013",9,"Closed fracture of vault of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",1,"Traumatic brain injury",FALSE
"80014",9,"Closed fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80015",9,"Closed fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80016",9,"Closed fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration",1,"Traumatic brain injury",FALSE
"80019",9,"Closed fracture of vault of skull with cerebral laceration and contusion, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80029",9,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80039",9,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80040",9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",1,"Traumatic brain injury",FALSE
"80041",9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",1,"Traumatic brain injury",FALSE
"80042",9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",1,"Traumatic brain injury",FALSE
"80043",9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",1,"Traumatic brain injury",FALSE
"80044",9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80045",9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80046",9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",1,"Traumatic brain injury",FALSE
"80049",9,"Closed fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80050",9,"Open fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness",1,"Traumatic brain injury",TRUE
"80051",9,"Open fracture of vault of skull without mention of intracranial injury, with no loss of consciousness",1,"Traumatic brain injury",TRUE
"80052",9,"Open fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness",1,"Traumatic brain injury",TRUE
"80053",9,"Open fracture of vault of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",1,"Traumatic brain injury",TRUE
"80054",9,"Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,"Traumatic brain injury",TRUE
"80055",9,"Open fracture of vault of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,"Traumatic brain injury",TRUE
"80056",9,"Open fracture of vault of skull without mention of intracranial injury, with loss of consciousness of unspecified duration",1,"Traumatic brain injury",TRUE
"80059",9,"Open fracture of vault of skull without mention of intracranial injury, with concussion, unspecified",1,"Traumatic brain injury",TRUE
"80060",9,"Open fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness",1,"Traumatic brain injury",FALSE
"80061",9,"Open fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness",1,"Traumatic brain injury",FALSE
"80062",9,"Open fracture of vault of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",1,"Traumatic brain injury",FALSE
"80063",9,"Open fracture of vault of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",1,"Traumatic brain injury",FALSE
"80064",9,"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80065",9,"Open fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80066",9,"Open fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration",1,"Traumatic brain injury",FALSE
"80069",9,"Open fracture of vault of skull with cerebral laceration and contusion, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80079",9,"Open fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80089",9,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80090",9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",1,"Traumatic brain injury",FALSE
"80091",9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",1,"Traumatic brain injury",FALSE
"80092",9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",1,"Traumatic brain injury",FALSE
"80093",9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",1,"Traumatic brain injury",FALSE
"80094",9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80095",9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80096",9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",1,"Traumatic brain injury",FALSE
"80099",9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80109",9,"Closed fracture of base of skull without mention of intra cranial injury, with concussion, unspecified",1,"Traumatic brain injury",TRUE
"80110",9,"Closed fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness",1,"Traumatic brain injury",FALSE
"80111",9,"Closed fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness",1,"Traumatic brain injury",FALSE
"80112",9,"Closed fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",1,"Traumatic brain injury",FALSE
"80113",9,"Closed fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",1,"Traumatic brain injury",FALSE
"80114",9,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80115",9,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80116",9,"Closed fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration",1,"Traumatic brain injury",FALSE
"80119",9,"Closed fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80129",9,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80139",9,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80140",9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",1,"Traumatic brain injury",FALSE
"80141",9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",1,"Traumatic brain injury",FALSE
"80142",9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",1,"Traumatic brain injury",FALSE
"80143",9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",1,"Traumatic brain injury",FALSE
"80144",9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours) loss of consciousness and return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80145",9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80146",9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",1,"Traumatic brain injury",FALSE
"80149",9,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80150",9,"Open fracture of base of skull without mention of intracranial injury, unspecified state of consciousness",1,"Traumatic brain injury",TRUE
"80151",9,"Open fracture of base of skull without mention of intracranial injury, with no loss of consciousness",1,"Traumatic brain injury",TRUE
"80152",9,"Open fracture of base of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness",1,"Traumatic brain injury",TRUE
"80153",9,"Open fracture of base of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",1,"Traumatic brain injury",TRUE
"80154",9,"Open fracture of base of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,"Traumatic brain injury",TRUE
"80155",9,"Open fracture of base of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,"Traumatic brain injury",TRUE
"80156",9,"Open fracture of base of skull without mention of intracranial injury, with loss of consciousness of unspecified duration",1,"Traumatic brain injury",TRUE
"80159",9,"Open fracture of base of skull without mention of intracranial injury, with concussion, unspecified",1,"Traumatic brain injury",TRUE
"80160",9,"Open fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness",1,"Traumatic brain injury",FALSE
"80161",9,"Open fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness",1,"Traumatic brain injury",FALSE
"80162",9,"Open fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",1,"Traumatic brain injury",FALSE
"80163",9,"Open fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",1,"Traumatic brain injury",FALSE
"80164",9,"Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80165",9,"Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80166",9,"Open fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration",1,"Traumatic brain injury",FALSE
"80169",9,"Open fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80179",9,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80189",9,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80190",9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",1,"Traumatic brain injury",FALSE
"80191",9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",1,"Traumatic brain injury",FALSE
"80192",9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",1,"Traumatic brain injury",FALSE
"80193",9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",1,"Traumatic brain injury",FALSE
"80194",9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80195",9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80196",9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",1,"Traumatic brain injury",FALSE
"80199",9,"Open fracture of base of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80300",9,"Other closed skull fracture without mention of intracranial injury, unspecified state of consciousness",1,"Traumatic brain injury",TRUE
"80301",9,"Other closed skull fracture without mention of intracranial injury, with no loss of consciousness",1,"Traumatic brain injury",TRUE
"80302",9,"Other closed skull fracture without mention of intracranial injury, with brief [less than one hour] loss of consciousness",1,"Traumatic brain injury",TRUE
"80303",9,"Other closed skull fracture without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",1,"Traumatic brain injury",TRUE
"80304",9,"Other closed skull fracture without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,"Traumatic brain injury",TRUE
"80305",9,"Other closed skull fracture without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,"Traumatic brain injury",TRUE
"80306",9,"Other closed skull fracture without mention of intracranial injury, with loss of consciousness of unspecified duration",1,"Traumatic brain injury",TRUE
"80309",9,"Other closed skull fracture without mention of intracranial injury, with concussion, unspecified",1,"Traumatic brain injury",TRUE
"80310",9,"Other closed skull fracture with cerebral laceration and contusion, unspecified state of consciousness",1,"Traumatic brain injury",FALSE
"80311",9,"Other closed skull fracture with cerebral laceration and contusion, with no loss of consciousness",1,"Traumatic brain injury",FALSE
"80312",9,"Other closed skull fracture with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",1,"Traumatic brain injury",FALSE
"80313",9,"Other closed skull fracture with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",1,"Traumatic brain injury",FALSE
"80314",9,"Other closed skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80315",9,"Other closed skull fracture with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80316",9,"Other closed skull fracture with cerebral laceration and contusion, with loss of consciousness of unspecified duration",1,"Traumatic brain injury",FALSE
"80319",9,"Other closed skull fracture with cerebral laceration and contusion, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80329",9,"Other closed skull fracture with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80339",9,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80340",9,"Other closed skull fracture with intracranial injury of other and unspecified nature, unspecified state of consciousness",1,"Traumatic brain injury",FALSE
"80341",9,"Other closed skull fracture with intracranial injury of other and unspecified nature, with no loss of consciousness",1,"Traumatic brain injury",FALSE
"80342",9,"Other closed skull fracture with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",1,"Traumatic brain injury",FALSE
"80343",9,"Other closed skull fracture with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",1,"Traumatic brain injury",FALSE
"80344",9,"Other closed skull fracture with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80345",9,"Other closed skull fracture with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,"Traumatic brain injury",FALSE
"80346",9,"Other closed skull fracture with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",1,"Traumatic brain injury",FALSE
"80349",9,"Other closed skull fracture with intracranial injury of other and unspecified nature, with concussion, unspecified",1,"Traumatic brain injury",FALSE
"80351",9,"Other open skull fracture without mention of intracranial injury, with no loss of consciousness",1,"Traumatic brain injury",TRUE
"80352",9,"Other open skull fracture without mention of intracranial injury, with brief [less than one hour] loss of consciousness",1,"Traumatic brain injury",TRUE
"80353",9,"Other open skull fracture without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",1,"Traumatic brain injury",TRUE
"80354",9,"Other open skull fracture without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",1,"Traumatic brain injury",TRUE
"80355",9,"Other open skull fracture without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",1,"Traumatic brain injury",TRUE
"80356",9,"Other open skull fracture without mention of intracranial injury, with loss of consciousness of unspecified duration",1,"Traumatic brain injury",TRUE
